Feature,MeanSHAP
9.79_924.78,0.0013997920611300498
1.917_269.0089,-0.001398845732279484
4.84_738.55,-0.0013988156545680372
10.34_980.86,0.0013975269451428011
4.67_802.54,0.0013967683417019593
Cer 42:1;2O|Cer 18:1;2O/24:0,-0.0013962635316247178
9.42_816.71,-0.0013906080359573402
Theanine,0.0013855896870860946
10.23_1363.20,-0.001384019643682966
(2E)-2-(Propan-2-yl)but-2-enedioic acid,0.0013827258430986235
3.14_425.28,-0.0013816703163113066
6.795_208.0982,0.0013815719153966095
10.48_976.83,-0.001379951068517767
3.345_332.0969,-0.0013794763767612384
10.20_978.85,0.0013791227935575183
0.38_321.97,-0.0013779052855251057
3.52_391.28,-0.0013761073355714154
TG 50:1|TG 16:0_16:0_18:1,0.0013757582289248014
9.91_719.57,-0.0013634842125876334
9.74_902.73,0.0013604655259087449
11.28_936.81,-0.001356954724950997
10.42_843.69,0.0013553044277026423
9.15_1023.74,-0.001354862045604349
5.08_783.07,0.0013534593330315372
10.14_971.88,-0.001352623927979394
PC 40:5,0.0013508828859552008
2.673_103.0389,0.0013503872907435605
377998,-0.001349953887707624
11.16_915.78,-0.0013494416538482835
10.45_904.83,0.0013472445214950945
10.41_1336.13,0.0013439448842009513
0.43_296.13,-0.0013437188111367904
0.51_222.96,0.0013424084623696966
11.15_1001.93,-0.0013398934243659692
9.97_864.80,-0.0013398850144115781
11.15_936.84,-0.0013388868216431687
1.08_523.35,0.0013378639121271216
8.30_657.58,-0.001337030330466274
12.62_531.85,-0.0013355315593691572
5.53_1221.86,0.00133528293345405
1.142_127.0138,-0.0013340029636891668
0.51_158.06,-0.0013331264665499408
PI 38:3|PI 18:0_20:3,-0.001333006876091477
10.97_1024.93,0.0013313032910883635
10.86_932.86,0.0013310919807807057
5.09_1568.16,-0.0013302888960042482
2.698_158.1175,0.0013302231443803644
4.96_854.57,-0.0013285427617717724
9.55_876.80,-0.0013281225954581684
10.05_962.81,0.0013227267652858837
10.43_919.71,-0.0013217261800470043
6.70_836.67,-0.001321051203062389
11.62_921.87,0.0013177749934236327
10.33_1001.84,-0.001314495910816331
16794,-0.0013142865150836981
5.56_834.59,0.0013093591014405397
10.09_949.80,-0.0013060086632002785
4.97_754.57,0.001303984017634178
N-Isobutyrylglycine,0.0013022810572373962
0.53_328.25,-0.0013012905426532286
8.75_657.52,-0.0012999995386556319
5.926_172.0967,0.001298962551672246
4.86_837.55,-0.0012984886974065888
1.631_194.1268,0.0012984170851870305
10.44_929.76,-0.001298218326708746
8.201_298.1144,-0.001297240475272315
10.78_699.61,0.0012928724270131445
9.20_969.77,-0.00129129738944269
5.535_151.0251,-0.0012901583674659579
11.20_987.91,-0.0012897994759541612
5.27_869.57,0.0012847366832654296
1.832_185.1284,-0.0012838585352590057
5.15_847.54,0.0012781578317308646
0.67_369.19,-0.001276959938197266
5-Hydroxymethyl-6-methyluracil,0.0012766845388766683
10.23_995.88,0.0012746052775509853
0.59_247.04,0.0012745451692537635
5.51_730.54,-0.0012739441444773619
3-hydroxybutyric acid,-0.001273697128133524
7.70_829.72,-0.0012718884372985492
9.17_963.82,0.0012712320303131823
Glutamic acid,-0.001269437031465408
10.42_287.27,-0.0012691842107673942
168,-0.0012681066619674123
1.38_694.31,-0.0012677890575584561
PI 40:6|PI 18:0_22:6,-0.0012657983711508525
9.21_930.75,-0.0012655696318509826
5.71_844.65,0.0012646211649633523
10.00_1019.88,-0.0012622064828811633
4.96_800.58,0.0012574613256672897
DG 38:3,-0.0012542960323552114
6.557_168.013,-0.001252376379014924
10.06_850.77,0.0012505980644694577
10.33_1011.91,-0.0012494633930632548
11.24_908.85,0.0012492725146456738
5.75_842.60,-0.0012475910330416115
Taurocholic acid,0.0012475325358577702
11.25_928.77,-0.0012458854065761744
5-Hydroxytryptophan,-0.0012441334317324288
9.08_1062.85,0.0012436311950364373
0.75_181.16,0.0012403673664511282
11.59_939.82,-0.0012399672766517512
3.94_411.23,-0.0012395062180907365
9.00_898.70,-0.0012385867964424685
2.639_186.0404,-0.0012372576559617446
5.65_873.70,-0.0012371143532998227
5.10_784.99,-0.0012365810285138873
0.52_374.97,0.0012355645053405138
2.36_145.10,0.00123551397510606
6.829_256.0832,0.0012342974407820164
5.91_655.47,0.001232857155028739
1.63_291.23,0.0012326171564426421
11.06_911.75,0.0012316716044190642
5.21_792.49,0.0012312721893755518
5.56_911.72,0.0012310670895175255
9.849_293.0054,-0.001230912242366723
1.65_242.9967,0.0012307364498111795
10.52_902.81,0.0012300369388185213
4.22_894.60,-0.0012262061642401676
5.83_970.57,0.0012249148090479008
5.51_731.61,-0.0012244747428342433
5.02_796.53,-0.0012238857809840737
9.41_933.77,-0.0012237022616147935
0.40_519.05,0.0012216324407447305
8.965_390.871,-0.001219062058537477
PC O-40:8,0.0012182024254307805
10.84_860.77,0.0012152589491554846
9.73_965.84,0.0012137067019440144
10.16_215.18,-0.001207925605442932
4.81_790.57,-0.0012073908023538713
SM 35:2;3O,-0.0012055983841527305
0.64_327.16,0.0012051843336271875
PC O-37:5,-0.0012030389940007298
11.17_911.83,-0.0012024805970843543
4.36_838.56,-0.0012009376408702603
6.99_314.88,-0.001200064622362289
0.98_314.3023,0.001196834703595499
2.17_682.33,0.0011957814975037304
9.31_1026.85,0.0011955584585141405
6.084_71.0126,0.0011927062445973205
2.28_339.24,0.001192563859310626
7.07_142.9951,-0.0011903774889100828
12.04_932.90,0.0011855597660337684
0.39_172.99,-0.0011835646548342513
0.78_441.25,0.0011832235928776217
9.43_958.79,-0.0011815141715720832
6.30_816.64,0.0011793482701077487
1.54_145.10,-0.0011776386727920531
5.84_798.54,-0.0011775997276704186
5.02_860.69,-0.0011774895022191563
0.49_633.04,0.001177005447587449
5.61_782.61,-0.001175798118184913
3.10_369.35,0.0011754230749884884
0.50_305.12,-0.0011714781942139452
5.75_848.58,0.001169779600260911
9.71_918.75,-0.0011657375301419566
4.59_818.53,-0.0011627584125546992
10.42_161.13,0.001162044303876187
TG 62:9|TG 22:1_18:2_22:6,0.0011612559974969986
12.16_876.80,0.0011607732517643194
5.71_836.62,0.0011604119511090991
443,-0.0011601678898618011
0.34_316.88,0.0011601599296912279
0.39_242.05,0.0011563916601783737
3.71_174.0013,0.0011544841055136448
8.603_231.0624,-0.0011523668419851022
PC 40:6|PC 18:0_22:6,0.0011513720881194344
2.26_435.21,0.001150967204630071
10.35_917.76,-0.0011492148047405441
9_346.0093,-0.001148011510143697
9.44_939.68,-0.0011478407695998726
10.22_952.82,-0.0011467413681745177
9.07_943.76,-0.0011461965709848537
5.50_824.62,-0.0011461802441290294
8.719_315.0419,-0.0011426424727126398
PC O-38:6|PC O-16:0_22:6,-0.0011422448444616733
10.36_982.79,-0.0011419128938680466
5.40_831.58,0.0011413439668627745
0.94_559.03,-0.001140966933907081
9.89_1030.88,0.001139899432020814
0.50_276.99,0.001139436986378476
1.726_160.9981,0.001138231234501142
8.63_944.74,0.0011369279052199706
TG 51:3|TG 16:0_17:1_18:2,0.0011359893141544254
8.537_125.0345,0.0011352309574273877
10.00_940.75,-0.001134869639815367
0.96_218.9968,-0.0011307362598829735
10.20_924.79,-0.001130467378877294
6.744_713.0665,-0.0011274561091485357
10.75_998.91,0.0011261547669799035
Xanthurenic acid,0.0011250723849887745
TG 48:2|TG 14:0_16:0_18:2,0.0011249040693920725
1.06_708.35,-0.0011233653416194435
1.56_602.30,0.0011215051954353897
9.66_858.75,0.0011192092344132546
1.388_143.0704,0.0011187786077159108
0.47_115.08,0.0011185002011749451
6.99_642.58,-0.0011182013026922136
5.39_858.59,0.0011180806119139809
11.97_619.60,-0.0011175792713501922
9.34_942.69,0.0011147331484613816
10.84_824.77,0.001114627713472873
8.547_386.1306,-0.001112774446124594
0.45_357.13,0.0011069814854908447
11.25_925.76,0.0011062842123787642
7.33_630.58,-0.0011054690842155763
11.54_356.96,-0.0011053691491166701
4.78_419.28,0.0011045079815569117
0.67_368.28,0.0011030233414457053
3.16_513.84,-0.0011019706424914982
1.70_356.35,-0.001101199963983563
7.73_83.0126,0.0011009063587436151
4.114_243.0639,0.001100259585966388
10.49_858.76,0.0010995185998579741
