Feature,MeanSHAP
5.762_251.0776,0.001208538628900873
6.82_813.68,-0.001207785237876114
Val-Gln,0.0012060858818627224
10.69_1060.93,0.0012019493452487511
7.693_226.0451,0.0012018072568167563
PE O-40:5|PE O-18:0_22:5,-0.0012016938282782552
TG 60:5|TG 24:1_18:2_18:2,-0.0011996890720393488
2.272_216.9811,-0.0011986253152385519
1.15_416.30,-0.001198209781219612
TG 58:7|TG 18:1_18:2_22:4,0.0011954336107103524
10.02_939.74,-0.0011953679597557676
6.436_345.9738,0.001195239327087549
FA 22:1,-0.0011898806697400281
0.35_274.87,0.0011894271466551117
4.36_689.54,-0.0011887840607946885
9.08_1076.87,0.0011871110156714498
PC 35:5|PC 15:1_20:4,-0.0011849669763573107
0.40_344.12,0.0011847364268558422
10.28_867.73,0.0011838998282601176
Glutamic acid,0.0011813340996495235
9.99_1007.88,0.0011807952696696598
9.34_890.67,0.0011797537013466775
5.76_818.60,0.0011784097523119706
1-(Piperidin-4-yl)ethan-1-ol,0.0011753567728307694
0.35_280.98,0.0011725372481517008
4.851_311.0503,0.0011678979553339324
6.68_192.1018,-0.0011655472766487845
11.26_603.53,-0.001165142636523313
1.80_349.24,0.0011629111387357952
9.31_889.67,-0.001161452666118176
Indole-3-acetamide,0.0011594083314521457
3.70_814.56,-0.0011583675286196593
TG 53:5|TG 17:1_18:2_18:2,-0.0011550401456439567
384940,0.0011546104116487378
10.23_963.82,-0.0011532878626858904
9.73_964.83,0.0011527051867703752
TG 60:10|TG 18:1_20:3_22:6,0.0011510566007492055
0.39_186.11,0.0011500111740839391
2.94_247.0417,-0.0011489929118609435
10.45_856.74,-0.001147906380843019
10.50_867.67,0.0011475344398480388
9.974_187.0713,0.0011470444449896867
10.39_886.78,-0.0011456916713964143
5.39_857.59,-0.0011441799338594726
8.08_369.35,-0.0011417367846998
TG O-62:7|TG O-22:1_18:0_22:6,-0.0011414958371503791
4.59_184.07,-0.0011412791825648324
7.891_146.9803,-0.0011391950052468682
12.16_876.80,0.0011387036131271149
10.00_950.81,-0.0011360490774080633
4.97_1209.85,-0.001135661610495491
0.40_300.00,-0.0011341920742839993
9.078_177.9123,-0.0011326090198654935
10.88_135.12,-0.0011324004870102119
11.234_165.1313,0.0011321741593249062
12.57_291.01,0.0011313787138387513
10.08_1033.90,-0.0011246839622269422
9.27_841.80,0.0011231191395588737
1.196_297.2073,-0.0011222470726493408
0.75_272.26,0.001122040692371387
3.93_132.87,0.0011218605427241587
PC 34:0,0.001120962589116574
10.78_917.82,-0.0011209215035404277
10.01_974.82,-0.0011204811926865332
5.491_199.033,-0.001117334589379518
4.22_894.60,-0.0011171509147524124
6.03_835.60,-0.001116208752047189
PI 36:1|PI 18:0_18:1_a,0.0011155547126488546
10.86_1044.83,-0.0011155175771983131
6.961_272.7877,0.001114944634863148
0.37_191.06,-0.0011142823847980535
12.09_948.92,-0.0011105426169892465
10.85_219.33,0.0011104048129469608
10.33_279.23,0.001109040937967797
10.35_1009.90,-0.0011088818454904057
10.01_834.75,-0.0011085906416353063
5.44_820.60,-0.001108019767216336
5.77_318.0059,0.0011078031102115125
5.60_623.49,-0.001107766774273317
3.26_304.28,0.0011070745940282853
12.68_340.00,0.0011067987583586924
5.71_771.64,-0.001104473507086662
10.35_1035.92,-0.0011031500116074353
8.772_237.0841,0.0010988671643986057
9.61_951.74,-0.0010986884114764063
9.33_907.76,0.0010983388458270953
0.48_715.04,0.0010980525467401707
11.79_619.60,-0.0010970709497545262
1.56_606.31,-0.0010956674236266358
3-Hydroxybutyric acid,0.0010935043365654018
Cer 43:1;2O|Cer 19:1;2O/24:0,-0.0010908673859944726
4.79_868.55,0.0010906048129226036
10.97_1038.94,-0.0010903419999924685
0.46_299.15,-0.0010902133403027164
4.65_862.51,-0.0010880938151207578
10.00_940.75,0.0010873699961985
0.37_247.09,0.0010871085719772902
TG O-57:13|TG O-21:5_18:4_18:4,-0.0010858093641559154
TG 57:8|TG 17:1_18:1_22:6,0.001085797734561843
10.89_906.83,-0.001084446979177814
12.70_134.05,-0.0010843059160605278
0.40_297.08,0.0010839903539468369
9.91_131.09,-0.0010838728712868593
6.39_741.54,0.00108355991623139
8.405_455.1024,-0.0010827033697156092
11.41_936.90,-0.0010817809772430608
0.55_453.17,-0.0010796466246896321
6.782_277.0153,-0.0010772952479046853
5.01_782.56,0.0010772342379536586
TG 56:9|TG 16:1_18:2_22:6,0.0010768020006845266
9.30_962.82,-0.0010761870196127044
9.73_920.77,0.001075684713183715
8.56_1035.68,0.0010743161404704737
1.04_482.33,-0.0010728061919108645
SM 34:1;2O|SM 18:1;2O/16:0,0.0010723600952440675
SM 34:2;2O|SM 18:2;2O/16:0,-0.0010709678623715448
3.34_303.081,0.0010708066706311694
11.01_978.85,-0.0010707472652681921
10.42_189.16,-0.0010694961236929156
11.13_985.82,-0.0010693252944605168
11.09_1000.93,0.001067721306803309
8.024_198.049,-0.001062104786638392
10.34_932.77,0.0010608118303908252
10.46_951.82,-0.001058701529418769
